chr1	1003309	1006333
chr1	2094677	2094971
chr1	2245164	2250541
chr1	4385730	4385864
chr1	5697320	5697539
chr1	6190376	6190612
chr1	12612021	12612933
chr1	16265322	16266499
chr1	16343781	16344437
chr1	19737009	19737148
chr1	21933976	21935670
chr1	22457826	22459465
chr1	23854612	23855195
chr1	25895344	25896068
chr1	27941160	27941922
chr1	29181904	29182417
chr1	32235705	32236057
chr1	39987649	39988017
chr1	41981482	41982972
chr1	43471511	43471995
chr1	67813385	67813737
chr1	87800106	87801517
chr1	116820966	116821059
chr1	144881357	144881774
chr1	154989431	154990715
chr1	156368255	156368549
chr1	161591145	161591700
chr1	161695903	161697582
chr1	167191104	167191540
chr1	211589485	211590292
chr1	223902950	223903379
chr1	227760356	227760832
chr1	228078202	228078545
chr10	5602170	5602919
chr10	69968276	69968524
chr10	75626885	75627517
chr10	81227134	81228289
chr10	101666219	101666601
chr10	119001047	119001720
chr10	134234556	134235520
chr10	134497952	134499623
chr11	1249082	1249732
chr11	1851908	1852517
chr11	1981070	1982258
chr11	2187264	2188274
chr11	2760226	2763433
chr11	5952145	5952219
chr11	5958290	5958513
chr11	35982733	35982869
chr11	45361462	45362118
chr11	57230141	57230408
chr11	59474323	59474803
chr11	66812705	66813123
chr11	66829901	66830210
chr11	67146618	67147549
chr11	67260358	67260880
chr11	75886723	75887003
chr11	87836837	87837208
chr12	28913087	28913196
chr12	49453288	49455376
chr12	49735774	49737549
chr12	54920897	54921261
chr12	55808236	55809062
chr12	57581592	57582488
chr12	74564399	74565735
chr12	88446575	88446698
chr12	102333566	102333938
chr12	113725508	113725618
chr12	120868153	120868653
chr12	124412850	124413216
chr12	129056665	129057327
chr12	131768344	131769432
chr12	132855665	132856070
chr12	133117225	133117482
chr13	20692854	20693695
chr13	99133073	99133806
chr13	107272326	107272614
chr14	35805608	35806568
chr14	77238841	77240349
chr14	77379571	77380454
chr14	77675077	77675392
chr14	101366579	101367597
chr15	29275601	29276141
chr15	44009751	44010034
