chr1	843884	844109
chr1	915652	916435
chr1	993480	995423
chr1	1080444	1081290
chr1	1227795	1228090
chr1	1257910	1258167
chr1	1274162	1274475
chr1	1974410	1974562
chr1	2265455	2267855
chr1	2309680	2309964
chr1	2357306	2357560
chr1	2391194	2391789
chr1	2472004	2474362
chr1	2509125	2510148
chr1	2572292	2575356
chr1	2890393	2890822
chr1	2999669	3000039
chr1	3244594	3244974
chr1	3267690	3267879
chr1	3273136	3273330
chr1	3396536	3397085
chr1	3442062	3442309
chr1	3462214	3462841
chr1	3621836	3622778
chr1	3632943	3633262
chr1	3638439	3638647
chr1	4060918	4061416
chr1	5408910	5409116
chr1	5698830	5698907
chr1	6131821	6132050
chr1	6163240	6163531
chr1	6336155	6337152
chr1	7674022	7674188
chr1	10882938	10883096
chr1	11017161	11017276
chr1	11369501	11369787
chr1	11733600	11733738
chr1	11953778	11954439
chr1	12066621	12066953
chr1	12111965	12112590
chr1	12655575	12655897
chr1	13159037	13159139
chr1	16073819	16074193
chr1	16387866	16388546
chr1	17035190	17035464
chr1	18711782	18712230
chr1	18911341	18911410
chr1	19051821	19052037
chr1	19732605	19732744
chr1	20998332	20998885
chr1	21901152	21901665
chr1	21919414	21919761
chr1	22219517	22219590
chr1	22599028	22599258
chr1	23120874	23120985
chr1	23543186	23544258
chr1	23750130	23750456
chr1	24077760	24078170
chr1	24519642	24519862
chr1	24542873	24543043
chr1	24691714	24692436
chr1	25174351	25175361
chr1	25223913	25224084
chr1	25227703	25227840
chr1	25605975	25606744
chr1	28266789	28267240
chr1	28422781	28423094
chr1	29202808	29203057
chr1	31656766	31657192
chr1	31868390	31868561
chr1	32196047	32196427
chr1	32196618	32197446
chr1	32423357	32423852
chr1	32636527	32636674
chr1	32681153	32681748
chr1	33199525	33199893
chr1	36644298	36644920
chr1	36796692	36796855
chr1	37783854	37784007
chr1	38148036	38148394
chr1	38401811	38401917
chr1	38467257	38467525
chr1	40358231	40358896
chr1	40771154	40771545
chr1	41976351	41976550
chr1	42347683	42348131
chr1	43768317	43768661
chr1	43826331	43826649
chr1	44032305	44032574
chr1	44043277	44044622
chr1	45246287	45246611
chr1	45298107	45298185
chr1	46087886	46088315
chr1	47201372	47201792
chr1	52096741	52096846
chr1	53555444	53555697
chr1	53740654	53740971
chr1	53755916	53755991
chr1	53967517	53967801
chr1	53974779	53975746
chr1	54121736	54121961
chr1	54447820	54448005
chr1	54586188	54588432
chr1	54956064	54956367
chr1	61822751	61823008
chr1	68236926	68237278
chr1	78443844	78444203
chr1	85048869	85049316
chr1	85646729	85646798
chr1	87586467	87586814
chr1	90190344	90190580
chr1	90191373	90191456
chr1	92117116	92117579
chr1	92407253	92407300
chr1	93498545	93498956
chr1	94466185	94466305
chr1	95221357	95221636
chr1	108642797	108643140
chr1	109757463	109757755
chr1	109761205	109761427
chr1	109781965	109782509
chr1	110319379	110319999
chr1	110466029	110466490
chr1	110504243	110504504
chr1	110554263	110554555
chr1	110643319	110643525
chr1	112496492	112496710
chr1	116249449	116249740
chr1	117367899	117368988
chr1	118116147	118116510
chr1	120674333	120674870
chr1	145144503	145144909
chr1	146522165	146522436
chr1	149046616	149046732
chr1	149379542	149379820
chr1	149764462	149764734
chr1	151033631	151033908
chr1	151263219	151263519
chr1	151943176	151943441
chr1	154404148	154404391
chr1	154785805	154786027
chr1	154976289	154976920
chr1	155043237	155043954
chr1	155054335	155054616
chr1	155059815	155059910
chr1	155102965	155103050
chr1	155607201	155607484
chr1	156458800	156459504
chr1	156628549	156628733
chr1	156680908	156681072
chr1	156897026	156898093
chr1	157166691	157167461
chr1	157933443	157933833
chr1	160054738	160054797
chr1	161410089	161410408
chr1	165112660	165113084
chr1	165176954	165177484
chr1	166312161	166312459
chr1	167570646	167571047
chr1	167604378	167604978
chr1	168338245	168338282
chr1	170532198	170532475
chr1	173990673	173992087
chr1	175785317	175785413
chr1	179712568	179712652
chr1	180877416	180877622
chr1	181158820	181160054
chr1	182269023	182269685
chr1	183965266	183965414
chr1	184740392	184740746
chr1	200746165	200746342
chr1	201008594	201008907
chr1	201160896	201161080
chr1	201450845	201451662
chr1	201672726	201673753
chr1	201678516	201679045
chr1	201984682	201984821
chr1	202594507	202594943
chr1	204112526	204112603
chr1	204210343	204210436
chr1	204380073	204380255
chr1	205198501	205199010
chr1	205206795	205207817
chr1	205922414	205922521
chr1	206939618	206940186
chr1	207981093	207981278
chr1	211395955	211396152
chr1	212838523	212839220
chr1	224921175	224921294
chr1	225959970	225960375
chr1	226664765	226664866
chr1	228534712	228534880
chr1	228586506	228586938
chr1	230501842	230501901
chr1	234458694	234459130
chr1	240256096	240256563
chr1	245493672	245493805
chr1	245666934	245667149
chr1	246488293	246488448
chr1	246956734	246956944
chr10	603774	603894
chr10	3087891	3088532
chr10	5064145	5064328
chr10	7837609	7837967
chr10	7914112	7914269
chr10	11239421	11239665
chr10	17784889	17785213
chr10	18031877	18032164
chr10	26987287	26987397
chr10	27443831	27445099
chr10	29607339	29607911
chr10	30966148	30966917
chr10	33619399	33619809
chr10	33798171	33798360
chr10	35283573	35283986
chr10	36053998	36054363
chr10	43458939	43459008
chr10	43758158	43759560
chr10	43885401	43885664
chr10	47622317	47622924
chr10	49395196	49395556
chr10	61889781	61890282
chr10	65661048	65661316
chr10	71567444	71567782
chr10	71695873	71696244
chr10	72147343	72147590
chr10	72220986	72221548
chr10	72445338	72445788
chr10	72678949	72679409
chr10	73044658	73045640
chr10	73046777	73047102
chr10	73150441	73150581
chr10	73362991	73363147
chr10	73454370	73454670
chr10	77165159	77165469
chr10	80712605	80713406
chr10	80722955	80723073
chr10	80892347	80892988
chr10	80988909	80989058
chr10	81023009	81023411
chr10	82217799	82218080
chr10	82265065	82265712
chr10	85996975	85997520
chr10	86300216	86300747
chr10	87847575	87847800
chr10	91738360	91738543
chr10	93432051	93432370
chr10	97774419	97774784
chr10	99159802	99160457
chr10	102107690	102107838
chr10	102118787	102119207
chr10	102998530	102998840
chr10	103538032	103538095
chr10	103871962	103872579
chr10	104722980	104723268
chr10	106107178	106107269
chr10	116363821	116364058
chr10	120826522	120826788
chr10	123583508	123583772
chr10	125559828	125560320
chr10	127488015	127488388
chr10	131769662	131770276
chr10	133786058	133786397
chr10	134649501	134649560
chr11	496765	497116
chr11	529963	530249
chr11	1250028	1250438
chr11	1393972	1394116
chr11	1417333	1417563
chr11	1459953	1460215
chr11	1779519	1779800
chr11	1799409	1799974
chr11	2942582	2942816
chr11	3247438	3247850
chr11	6643711	6643824
chr11	9142460	9142829
chr11	9784097	9784326
chr11	12001519	12001578
chr11	12263891	12264243
chr11	27545879	27546038
chr11	33958518	33959265
chr11	33963092	33963689
chr11	33966182	33966805
chr11	33974485	33974572
chr11	34055658	34055914
chr11	43965384	43966810
chr11	45179853	45179951
chr11	45376716	45377316
chr11	45920820	45921868
chr11	47391344	47391661
chr11	58421488	58421876
chr11	60701704	60702003
chr11	60789280	60789325
chr11	60935978	60936075
chr11	61448991	61449067
chr11	61536958	61537364
chr11	61627605	61628223
chr11	62658664	62659056
chr11	63529409	63529479
chr11	63802980	63803435
chr11	63841668	63842193
chr11	63853483	63853547
chr11	63859779	63860147
chr11	66468907	66469769
chr11	66845737	66846247
chr11	67388265	67388476
chr11	67820597	67820970
