chr1	1095060	1095136
chr1	1954436	1956046
chr1	6330112	6330424
chr1	9326144	9326417
chr1	9589261	9589646
chr1	10750506	10751079
chr1	10780460	10780601
chr1	11862731	11862949
chr1	22487760	22487888
chr1	24482059	24482104
chr1	27070401	27070985
chr1	27097995	27098757
chr1	29460252	29461137
chr1	31711847	31712155
chr1	37860726	37861049
chr1	37875615	37876770
chr1	39984314	39984488
chr1	45501338	45501755
chr1	46987848	46988920
chr1	54862849	54862946
chr1	58902488	58902999
chr1	65743304	65743852
chr1	91172215	91173372
chr1	110648512	110649381
chr1	116220210	116220566
chr1	116710820	116711712
chr1	156426149	156427640
chr1	160162760	160163528
chr1	198650969	198651239
chr1	207627850	207628309
chr1	207693004	207694030
chr1	208166871	208167183
chr1	226115938	226116590
chr1	227161201	227161526
chr1	228253096	228253525
chr10	4861961	4862184
chr10	13394538	13394873
chr10	13748777	13749912
chr10	22933184	22933344
chr10	44779756	44779889
chr10	61468648	61468855
chr10	64917805	64918309
chr10	72498256	72498863
chr10	72833752	72834283
chr10	73368777	73369394
chr10	73507617	73508172
chr10	73508306	73508952
chr10	94515960	94516641
chr10	104687436	104687753
chr11	361508	361661
chr11	762433	763682
chr11	33933860	33934701
chr11	34748795	34749078
chr11	44815333	44815597
chr11	61299476	61300119
chr11	63771530	63771932
chr11	68129649	68129748
chr11	73700309	73700505
chr11	101881928	101882095
chr11	112150608	112151680
chr11	117882855	117883372
chr11	124616282	124617367
chr12	551470	551754
chr12	6434027	6434165
chr12	9091935	9092206
chr12	53721793	53722155
chr12	106529895	106530364
chr12	111834649	111835406
chr12	113502921	113503495
chr12	113739646	113740207
chr12	122116669	122117013
chr12	122644428	122644801
chr12	122675377	122675985
chr12	132403166	132403556
chr13	114048126	114048734
chr14	23322001	23323055
chr14	34308829	34309160
chr14	50996516	50996618
chr14	55280824	55281169
chr14	67903203	67903481
chr14	69574173	69574436
chr14	101072074	101073047
chr14	103571149	103571981
chr15	22443657	22444120
chr15	41787392	41788809
chr15	42273551	42273896
chr15	51330872	51331232
chr15	86029302	86029513
chr15	101547059	101549438
chr15	102017867	102018764
chr16	1143981	1144356
chr16	3746869	3747273
chr16	3854467	3854747
chr16	4944413	4945515
chr16	29471560	29472028
chr16	29887403	29888339
chr16	30198273	30199021
chr16	30210896	30211375
chr16	31414938	31416249
chr16	33569165	33569857
chr16	58530065	58530651
chr16	74343748	74344124
chr16	79436153	79436620
chr16	81491271	81491826
chr16	85089891	85090152
chr16	85469881	85471337
chr16	87608594	87609072
chr16	87615374	87616409
chr16	88990410	88990568
chr17	6926776	6928075
chr17	7216489	7217506
chr17	19207447	19207918
chr17	25841784	25841962
chr17	29006726	29006966
chr17	37828150	37828947
chr17	40679248	40679634
chr17	42343758	42344532
chr17	42357010	42357632
chr17	42365646	42366265
chr17	48334286	48335011
chr17	48430665	48430915
chr17	57062915	57063070
chr17	73429353	73429666
chr18	34152219	34152548
chr18	46449020	46449737
chr18	56435671	56436019
chr19	424051	424475
chr19	5377482	5377939
chr19	7804951	7805500
chr19	10206466	10207512
chr19	10805930	10806960
chr19	15353274	15353569
chr19	15359780	15360018
chr19	18204222	18204728
chr19	18895661	18897057
chr19	19215925	19217059
chr19	41146515	41146956
chr19	41633617	41634187
chr19	42296992	42297428
chr19	42820408	42821391
chr19	46902504	46902735
chr19	48638684	48639251
chr19	55735792	55735863
chr19	56097296	56097373
chr19	59092436	59092932
chr2	10410566	10411089
chr2	12309217	12309434
chr2	47210315	47211227
chr2	55394480	55394903
chr2	65662681	65664435
chr2	71931685	71931899
chr2	79206796	79207072
chr2	97544100	97544154
chr2	102844002	102844727
chr2	106013187	106014180
chr2	106257797	106258339
chr2	112074538	112074880
chr2	113469944	113471431
chr2	127507227	127507506
chr2	148967254	148967497
chr2	202113304	202113451
chr2	231714691	231715163
chr2	234382982	234383258
chr2	240215682	240216238
chr2	242167360	242167898
chr20	651933	653959
chr20	30249227	30250372
chr20	35049954	35050556
chr20	36772135	36772658
chr20	37294507	37295554
